DATAFLOW,LAST UPDATE,freq,age,sex,indic_il,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2013,22975,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2018,23749,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2021,24507,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2022,25028,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2023,26162,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2013,15846,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2018,16009,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2021,17522,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2022,18035,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2023,19388,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2024,21300,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Czechia,2013,9475,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Czechia,2018,12737,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Czechia,2021,13408,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Czechia,2022,15068,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Czechia,2023,15571,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Czechia,2024,15852,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Germany,2013,18252,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Germany,2018,20076,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Germany,2021,21115,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Germany,2022,21586,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Germany,2023,22484,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Germany,2024,23706,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Denmark,2013,19348,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Denmark,2018,21121,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Denmark,2021,23251,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Denmark,2022,24004,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Denmark,2023,23781,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Denmark,2024,24225,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,16604,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,17413,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Euro area - 18 countries (2014),2018,16663,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Euro area - 19 countries  (2015-2022),2018,16604,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Euro area - 19 countries  (2015-2022),2021,17413,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2018,16514,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2021,17332,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2022,18031,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2023,18972,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2024,20156,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Estonia,2013,8268,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Estonia,2018,12733,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Estonia,2021,14058,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Estonia,2022,17260,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Estonia,2023,16006,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Estonia,2024,16979,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Greece,2013,6972,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Greece,2018,7795,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Greece,2021,8311,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Greece,2022,9294,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Greece,2023,10071,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Greece,2024,11214,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Spain,2013,11318,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Spain,2018,14171,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Spain,2021,14524,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Spain,2022,14739,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Spain,2023,15674,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Spain,2024,17224,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,15133,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (2007-2013),2018,15181,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2013,13384,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2018,15160,e,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2021,16192,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2022,16832,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2023,17898,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2024,19037,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),European Union - 28 countries (2013-2020),2018,15133,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Finland,2013,18691,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Finland,2018,19362,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Finland,2021,19978,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Finland,2022,20768,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Finland,2023,21747,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Finland,2024,22330,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),France,2013,16926,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),France,2018,17670,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),France,2021,17743,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),France,2022,18520,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),France,2023,18921,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),France,2024,19947,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Croatia,2013,6563,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Croatia,2018,8889,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Croatia,2021,9789,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Croatia,2022,11315,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Croatia,2023,12633,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Croatia,2024,15296,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Hungary,2013,6189,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Hungary,2018,7336,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Hungary,2021,9034,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Hungary,2022,8945,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Hungary,2023,9945,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Hungary,2024,10757,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Ireland,2013,14663,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Ireland,2018,17600,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Ireland,2021,17307,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Ireland,2022,17614,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Ireland,2023,18866,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Ireland,2024,20520,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Iceland,2013,19032,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Iceland,2018,22855,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Italy,2013,12289,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Italy,2018,13966,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Italy,2021,14534,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Italy,2022,15072,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Italy,2023,16809,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Italy,2024,18232,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Lithuania,2013,6112,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Lithuania,2018,9057,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Lithuania,2021,12872,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Lithuania,2022,13532,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Lithuania,2023,13529,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Lithuania,2024,14388,p,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Luxembourg,2013,21867,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Luxembourg,2018,23974,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Luxembourg,2021,25875,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Luxembourg,2022,24517,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Luxembourg,2023,26431,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Luxembourg,2024,26860,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Latvia,2013,5112,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Latvia,2018,9555,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Latvia,2021,11915,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Latvia,2022,12367,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Latvia,2023,13144,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Latvia,2024,14877,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Montenegro,2013,4127,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Montenegro,2018,5573,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Montenegro,2021,4908,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Montenegro,2022,6030,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),North Macedonia,2013,3183,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),North Macedonia,2018,4255,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),North Macedonia,2021,5088,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),North Macedonia,2022,5571,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Malta,2013,12419,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Malta,2018,15352,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Malta,2021,16304,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Malta,2022,18356,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Malta,2023,17480,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Malta,2024,19589,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Netherlands,2013,17858,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Netherlands,2018,20398,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Netherlands,2021,24193,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Netherlands,2022,26214,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Netherlands,2023,23431,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Netherlands,2024,26265,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Norway,2013,25219,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Norway,2018,24667,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Norway,2021,24407,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Norway,2022,25412,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Norway,2023,27304,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Norway,2024,29569,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Poland,2013,7842,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Poland,2018,10300,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Poland,2021,12849,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Poland,2022,13448,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Poland,2023,15421,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Poland,2024,16261,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Portugal,2013,8391,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Portugal,2018,9764,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Portugal,2021,11563,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Portugal,2022,11041,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Portugal,2023,12408,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Portugal,2024,13558,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Romania,2013,2795,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Romania,2018,5072,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Romania,2021,6818,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Romania,2022,7630,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,From 12 to 17 years,Total,Median equivalised net income,Purchasing power standard (PPS),Romania,2023,9564,,
